frameworks,latencyAvg,latencyStdev,latencyMax,totalRequests,startTime,endTime,connect,read,write,timeout,5xx
akka-http-slick-postgres,1.90ms,1.30ms,61.35ms,921286,1697028378,1697028393,,,,,
akka-http-slick-postgres,4.38ms,3.39ms,123.66ms,907868,1697028395,1697028410,,,,,
akka-http-slick-postgres,9.29ms,10.02ms,255.47ms,887229,1697028412,1697028427,,,,,
aleph,419.98us,68.43us,4.50ms,566643,1697029016,1697029031,,,,,
aleph,407.88us,60.64us,4.48ms,1017976,1697029033,1697029048,,,,,
aleph,326.23us,83.05us,10.56ms,2552285,1697029050,1697029065,,,,,
aleph,468.46us,208.71us,19.98ms,3615419,1697029067,1697029082,,,,,
aleph,0.95ms,356.26us,18.15ms,4021896,1697029084,1697029099,,,,,
aleph,1.90ms,606.58us,18.57ms,4031047,1697029101,1697029117,,,,,
amber,816.21us,192.97us,5.90ms,295877,1697029999,1697030014,,,,,
amber,1.42ms,236.52us,3.43ms,294801,1697030016,1697030031,,,,,
amber,2.90ms,418.04us,7.62ms,288289,1697030033,1697030048,,,,,
amber,95.06ms,229.30ms,1.01s,283977,1697030050,1697030065,,,,,
amber,200.36ms,305.72ms,1.02s,279609,1697030067,1697030082,,,,,
amber,231.82ms,320.39ms,1.02s,269741,1697030084,1697030100,,,,,
amp,1.16ms,123.22us,6.69ms,205707,1697031015,1697031030,,,,,
amp,1.35ms,352.87us,5.73ms,310035,1697031032,1697031047,,,,,
amp,1.67ms,674.84us,12.62ms,503140,1697031050,1697031065,,,,,
amp,2.76ms,1.09ms,25.02ms,609949,1697031067,1697031082,,,,,
amp,5.79ms,1.81ms,28.31ms,656292,1697031084,1697031099,,,,,
amp,11.56ms,2.93ms,75.97ms,656326,1697031101,1697031116,,,,,
angel3,1.20ms,613.20us,8.22ms,208884,1697032570,1697032585,,,,,
angel3,788.90us,500.10us,17.34ms,558235,1697032587,1697032603,,,,,
angel3,1.40ms,0.98ms,35.08ms,618804,1697032605,1697032620,,,,,
angel3,3.13ms,2.00ms,40.06ms,554942,1697032622,1697032637,,,,,
angel3,10.30ms,5.70ms,216.17ms,368303,1697032639,1697032654,,,,,
angel3,59.09ms,128.06ms,1.88s,229963,1697032656,1697032671,,,,,
angel3-mysql,2.93ms,625.18us,9.91ms,81618,1697033443,1697033458,,,,,
angel3-mysql,2.12ms,425.61us,9.10ms,197882,1697033460,1697033475,,,,,
angel3-mysql,4.21ms,746.68us,17.00ms,199535,1697033477,1697033493,,,,,
angel3-mysql,20.06ms,27.04ms,240.20ms,175992,1697033495,1697033510,,,,,
angel3-mysql,20.78ms,18.69ms,240.73ms,116252,1697033512,1697033527,,,,,
angel3-mysql,115.78ms,110.37ms,1.33s,61582,1697033529,1697033544,,,,,
apidaora,1.33ms,160.68us,5.06ms,178881,1697034115,1697034130,,,,,
apidaora,1.50ms,274.07us,13.26ms,279057,1697034132,1697034147,,,,,
apidaora,1.27ms,374.39us,12.29ms,661556,1697034149,1697034164,,,,,
apidaora,1.70ms,378.57us,17.59ms,990818,1697034166,1697034182,,,,,
apidaora,3.51ms,847.40us,22.15ms,1081946,1697034184,1697034199,,,,,
apidaora,6.94ms,1.94ms,71.79ms,1094935,1697034201,1697034216,,,,,
apidaora-core,1.38ms,190.37us,3.77ms,173231,1697035135,1697035150,,,,,
apidaora-core,1.51ms,398.62us,12.98ms,277238,1697035152,1697035167,,,,,
apidaora-core,1.12ms,289.05us,15.14ms,746758,1697035169,1697035184,,,,,
apidaora-core,1.60ms,389.76us,14.72ms,1050620,1697035186,1697035201,,,,,
apidaora-core,3.28ms,0.92ms,44.37ms,1158993,1697035203,1697035219,,,,,
apidaora-core,6.50ms,2.49ms,71.75ms,1175649,1697035221,1697035236,,,,,
appmpower-ado-pg,355.35us,201.74us,7.83ms,680288,1697037178,1697037194,,,,,
appmpower-ado-pg,375.76us,141.04us,5.35ms,1111879,1697037196,1697037211,,,,,
appmpower-ado-pg,446.39us,229.32us,7.20ms,1896458,1697037213,1697037228,,,,,
appmpower-ado-pg,582.38us,468.53us,10.94ms,3069263,1697037230,1697037245,,,,,
appmpower-ado-pg,0.88ms,806.76us,17.43ms,4743532,1697037247,1697037262,,,,,
appmpower-ado-pg,1.52ms,1.04ms,28.96ms,5368528,1697037264,1697037279,,,,,
appmpower-odbc-my,584.33us,1.42ms,39.53ms,473125,1697038309,1697038325,,,,,
appmpower-odbc-my,471.29us,1.14ms,32.04ms,1023286,1697038327,1697038342,,,,,
appmpower-odbc-my,526.35us,1.34ms,31.45ms,1948077,1697038344,1697038359,,,,,
appmpower-odbc-my,843.97us,1.41ms,28.74ms,2287648,1697038361,1697038376,,,,,
appmpower-odbc-my,1.76ms,1.89ms,39.83ms,2357960,1697038378,1697038393,,,,,
appmpower-odbc-my,3.29ms,2.02ms,42.25ms,2386444,1697038395,1697038410,,,,,
appmpower-odbc-pg,487.07us,1.24ms,36.13ms,566334,1697039422,1697039438,,,,,
appmpower-odbc-pg,401.27us,0.97ms,25.09ms,1204100,1697039440,1697039455,,,,,
appmpower-odbc-pg,460.15us,1.48ms,29.13ms,2530492,1697039457,1697039472,,,,,
appmpower-odbc-pg,666.16us,1.65ms,32.32ms,3336500,1697039474,1697039489,,,,,
appmpower-odbc-pg,1.28ms,2.33ms,43.19ms,3708881,1697039491,1697039506,,,,,
appmpower-odbc-pg,2.29ms,2.52ms,44.71ms,3750247,1697039508,1697039523,,,,,
armeria,499.61us,330.00us,6.66ms,502825,1697040559,1697040574,,,,,
armeria,514.97us,269.09us,6.52ms,839297,1697040576,1697040591,,,,,
armeria,1.08ms,834.46us,13.64ms,833426,1697040593,1697040608,,,,,
armeria,2.26ms,2.08ms,30.73ms,842746,1697040610,1697040625,,,,,
armeria,5.02ms,4.30ms,63.47ms,857794,1697040627,1697040643,,,,,
